method,clients,global,score
distill_T8_a0.98_agg_seq_fedavg_update_weights_sequential,0.9538461538461539,0.992435067664117,13.664658250679423
distill_T50_a0.98_agg_seq_fedavg_update_weights_sequential,0.9692307692307692,0.9916785744305288,13.711187026768735
distill_T4_a0.7_agg_seq_fedavg_update_weights_sequential,0.9692307692307692,0.9896612591409599,13.67121715536778
distill_T10_a0.98_agg_seq_fedavg_update_weights_sequential,0.9692307692307692,0.9927712868790451,13.732871357437832
distill_T8_a0.95_agg_seq_fedavg_update_weights_sequential,0.9769230769230769,0.9919307388417248,13.74695821428321
distill_T10_a0.95_agg_seq_fedavg_update_weights_sequential,0.9769230769230769,0.9918466840379928,13.745290754063927
