method,clients,global,score
ewc_1_agg_con_weighted_cgw_weights_concurrent,0.8878143133462283,0.9855425737580903,13.264198900282121
ewc_200_agg_con_weighted_cgw_weights_concurrent,0.8974854932301741,0.9841976968983778,13.276393038721407
ewc_10_agg_con_weighted_cgw_weights_concurrent,0.9032882011605415,0.982348491216273,13.263238386591045
ewc_100_agg_con_weighted_cgw_weights_concurrent,0.9110251450676983,0.9847020257207699,13.34048137485667
ewc_0.2_agg_con_weighted_cgw_weights_concurrent,0.9148936170212766,0.9813398335714886,13.289853157626274
ewc_4_agg_con_weighted_cgw_weights_concurrent,0.9245647969052224,0.9795746826931159,13.293924777354077
